,quantity,price,month_sin,month_cos,dow_sin,dow_cos,price+1
13,0.01173092197714914,3.7032753343976688,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,6.72520169527202
14,0.004796236329198997,4.426641427432833,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,3.7032753343976688
15,0.004964257347100874,4.9056450802386244,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,4.426641427432833
16,0.006491721146208834,5.09913445267867,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,4.9056450802386244
17,0.008324677705138388,5.230680717832225,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,5.09913445267867
18,0.010600598765809249,5.237558360702472,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,5.230680717832225
19,0.01212806256491721,5.374769018708368,-0.8660254037844384,-0.5000000000000004,0.0,1.0,5.237558360702472
20,0.010554774851836009,5.301861080171402,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,5.374769018708368
21,0.018741980815054682,6.229772534941963,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,5.301861080171402
22,0.02469908963157573,6.018641875112774,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,6.229772534941963
23,0.02663896865644284,5.332670482919699,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,6.018641875112774
24,0.024668540355593568,5.320372357328868,-0.8660254037844384,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,5.332670482919699
25,0.025248976599254593,5.647917341814805,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,5.320372357328868
26,0.018665607625099282,5.765974494912649,-0.8660254037844384,-0.5000000000000004,0.0,1.0,5.647917341814805
27,0.019689008370501616,5.766694674049188,-0.8660254037844384,-0.5000000000000004,0.8660254037844386,0.5000000000000001,5.765974494912649
28,0.017031221360053764,6.175534574436053,-0.8660254037844384,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,5.766694674049188
29,0.18957284066277094,4.806892516840044,-0.8660254037844384,-0.5000000000000004,1.2246467991473532e-16,-1.0,6.175534574436053
30,0.031313007881713206,6.478586444174737,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,4.806892516840044
31,0.039500213844931874,6.439110725774032,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,6.478586444174737
32,0.05170464959980448,6.290142196032558,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,6.439110725774032
33,0.023339646850369645,6.301721136910783,-1.0,-1.8369701987210297e-16,0.0,1.0,6.290142196032558
34,0.03803384859778823,6.407506852253916,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,6.301721136910783
35,0.05729516710453962,6.392486465518772,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,6.407506852253916
36,0.039836255880735624,6.3634590451545465,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,6.392486465518772
37,0.04985641840288385,6.263264920368611,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,6.3634590451545465
38,0.03888922832528869,6.192730519902875,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,6.263264920368611
39,0.04594611107716747,6.211984660215478,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,6.192730519902875
40,0.043746563206452004,6.279702714910078,-1.0,-1.8369701987210297e-16,0.0,1.0,6.211984660215478
41,0.04296755666890695,6.232565887795969,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,6.279702714910078
42,0.03873648194537789,6.308935977745515,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,6.232565887795969
43,0.04933708071118714,6.291198700583904,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,6.308935977745515
44,0.04985641840288385,6.332817709748902,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,6.291198700583904
45,0.05106311480417914,6.348474434946743,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,6.332817709748902
46,0.018558685159161724,6.311099398610953,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,6.348474434946743
47,0.015335736543043928,6.548348034278428,-1.0,-1.8369701987210297e-16,0.0,1.0,6.311099398610953
48,0.01799352355349178,6.278221191483262,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,6.548348034278428
49,0.021185922893627418,6.3959625210259405,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,6.278221191483262
50,0.021628887395368727,6.420499686728578,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,6.3959625210259405
51,0.0210484511517077,6.2408409875919535,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,6.420499686728578
52,0.04367019001649661,6.378697793621342,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,6.2408409875919535
